Roll_Code,Math,English,Science,Total,Year
2019_A10776,14,75,40,129,2019
2022_B10777,56,81,61,198,2022
2022_B10778,24,87,89,200,2022
2019_B10779,62,45,41,148,2019
2021_C10780,88,48,94,230,2021
2021_B10781,39,82,21,142,2021
2019_B10782,69,87,38,194,2019
2022_A10783,3,69,39,111,2022
2021_C10784,59,40,85,184,2021
2021_B10785,36,77,53,166,2021
2021_C10786,72,30,93,195,2021
2021_B10787,56,68,48,172,2021
2019_A10788,6,22,22,50,2019
2019_A10789,24,85,35,144,2019
2021_C10790,93,38,56,187,2021
2019_B10791,76,85,34,195,2019
2019_C10792,34,94,91,219,2019
2019_A10793,67,86,94,247,2019
2022_C10794,20,82,28,130,2022
2022_A10795,12,78,78,168,2022
2022_C10796,45,42,93,180,2022
2021_A10797,51,81,78,210,2021
2022_C10798,63,88,43,194,2022
2021_B10799,62,68,76,206,2021
2019_C10800,47,37,56,140,2019
2021_C10801,0,76,71,147,2021
2022_C10802,92,66,34,192,2022
2021_A10803,91,46,80,217,2021
2022_A10804,16,20,42,78,2022
2019_B10805,87,23,78,188,2019
2021_A10806,69,49,58,176,2021
2019_A10807,60,63,83,206,2019
2021_A10808,87,13,94,194,2021
2021_C10809,95,22,96,213,2021
2022_B10810,55,83,58,196,2022
2021_B10811,86,29,29,144,2021
2022_B10812,61,27,36,124,2022
2021_C10813,13,21,65,99,2021
2019_A10814,15,92,41,148,2019
2019_C10815,57,97,59,213,2019
2021_C10816,43,43,48,134,2021
2019_B10817,67,60,85,212,2019
2022_A10818,0,18,76,94,2022
2021_B10819,96,45,26,167,2021
2019_A10820,39,28,49,116,2019
2019_A10821,76,42,78,196,2019
2021_C10822,83,89,91,263,2021
2021_C10823,95,38,70,203,2021
2022_B10824,23,51,34,108,2022
2022_B10825,11,72,94,177,2022
2019_A10826,48,97,95,240,2019
2019_C10827,28,97,36,161,2019
2022_A10828,70,15,87,172,2022
2019_B10829,29,62,50,141,2019
2022_B10830,99,16,44,159,2022
2021_B10831,63,23,42,128,2021
2019_C10832,52,17,26,95,2019
2019_A10833,99,54,45,198,2019
2022_C10834,13,48,26,87,2022
2021_A10835,40,65,46,151,2021
2019_A10836,21,54,45,120,2019
2022_C10837,92,62,21,175,2022
2019_C10838,80,89,90,259,2019
2021_A10839,57,97,36,190,2021
2021_A10840,14,45,75,134,2021
2019_A10841,65,13,87,165,2019
2022_A10842,47,35,68,150,2022
2022_C10843,97,17,45,159,2022
2021_B10844,69,86,25,180,2021
2019_C10845,41,71,35,147,2019
2021_C10846,41,93,23,157,2021
2021_B10847,76,38,93,207,2021
2022_C10848,46,51,52,149,2022
2022_A10849,44,22,82,148,2022
2019_B10850,47,82,80,209,2019
2021_A10851,28,62,30,120,2021
2021_B10852,29,65,60,154,2021
2019_A10853,89,87,23,199,2019
2021_A10854,83,93,70,246,2021
2021_B10855,28,84,96,208,2021
2019_B10856,72,58,38,168,2019
2021_A10857,14,12,92,118,2021
2019_A10858,50,94,32,176,2019
2019_B10859,86,59,34,179,2019
2021_C10860,1,16,31,48,2021
2021_B10861,92,25,84,201,2021
2022_C10862,43,55,62,160,2022
2022_B10863,46,41,38,125,2022
2021_B10864,73,85,52,210,2021
2022_A10865,15,94,99,208,2022
2022_A10866,8,14,69,91,2022
2022_B10867,99,76,24,199,2022
2019_C10868,13,73,46,132,2019
2021_B10869,54,52,76,182,2021
2019_A10870,63,38,54,155,2019
2021_C10871,30,93,97,220,2021
2021_B10872,6,31,58,95,2021
2019_C10873,14,66,67,147,2019
2022_A10874,73,43,53,169,2022
2021_C10875,54,83,25,162,2021
2019_A10876,9,34,22,65,2019
2019_B10877,54,30,73,157,2019
2019_A10878,79,24,27,130,2019
2019_C10879,94,66,88,248,2019
2019_B10880,13,26,57,96,2019
2019_B10881,78,53,77,208,2019
2019_B10882,52,27,51,130,2019
2019_A10883,26,40,55,121,2019
2019_A10884,85,16,60,161,2019
2022_C10885,94,65,71,230,2022
2021_A10886,27,64,94,185,2021
2019_B10887,61,12,52,125,2019
2019_B10888,32,26,45,103,2019
2021_A10889,73,91,41,205,2021
2022_B10890,82,94,38,214,2022
2021_C10891,41,21,47,109,2021
2021_A10892,100,43,31,174,2021
2022_B10893,31,18,28,77,2022
2022_B10894,6,41,60,107,2022
2019_A10895,66,86,23,175,2019
2021_C10896,8,59,55,122,2021
2019_B10897,34,90,72,196,2019
2019_C10898,14,48,99,161,2019
2021_B10899,55,47,24,126,2021
2019_C10900,18,60,92,170,2019
2022_A10901,5,48,50,103,2022
2019_C10902,3,83,69,155,2019
2021_A10903,62,17,59,138,2021
2021_A10904,38,80,66,184,2021
2022_B10905,43,70,41,154,2022
2021_C10906,73,57,23,153,2021
2022_A10907,9,30,39,78,2022
2019_A10908,70,40,86,196,2019
2021_B10909,61,74,81,216,2021
2019_B10910,96,96,98,290,2019
2019_B10911,79,52,85,216,2019
2022_C10912,91,43,69,203,2022
2019_B10913,37,16,28,81,2019
2022_B10914,54,58,24,136,2022
2022_B10915,92,41,51,184,2022
2021_B10916,44,20,77,141,2021
2021_B10917,41,31,64,136,2021
2022_A10918,41,65,52,158,2022
2022_A10919,0,13,80,93,2022
2022_C10920,4,84,53,141,2022
2019_C10921,18,38,53,109,2019
2019_C10922,12,84,31,127,2019
2019_A10923,20,47,70,137,2019
2019_B10924,10,73,72,155,2019
2022_C10925,67,41,43,151,2022
2022_B10926,15,73,64,152,2022
2021_B10927,11,93,80,184,2021
2019_B10928,69,73,78,220,2019
2019_C10929,51,63,65,179,2019
2021_C10930,18,43,88,149,2021
2022_B10931,70,30,91,191,2022
2022_C10932,77,76,38,191,2022
2019_A10933,45,37,39,121,2019
2022_C10934,90,65,21,176,2022
2021_C10935,55,89,38,182,2021
2022_A10936,94,34,71,199,2022
2021_C10937,20,97,28,145,2021
2019_C10938,4,16,95,115,2019
2022_B10939,58,90,74,222,2022
2019_A10940,76,20,57,153,2019
2019_C10941,83,38,86,207,2019
2019_C10942,43,60,85,188,2019
2022_B10943,66,72,37,175,2022
2021_A10944,94,72,88,254,2021
2019_B10945,1,94,80,175,2019
2022_B10946,46,64,44,154,2022
2019_C10947,55,95,47,197,2019
2022_C10948,39,46,57,142,2022
2021_A10949,83,34,90,207,2021
2021_B10950,13,27,83,123,2021
2022_A10951,41,66,32,139,2022
2019_B10952,10,32,29,71,2019
2019_C10953,20,45,81,146,2019
2021_C10954,61,58,87,206,2021
2019_B10955,6,13,88,107,2019
2019_B10956,88,13,24,125,2019
2019_B10957,91,45,36,172,2019
2019_A10958,34,92,32,158,2019
2022_A10959,10,67,56,133,2022
2021_B10960,59,30,65,154,2021
2022_B10961,5,58,66,129,2022
2022_C10962,89,45,79,213,2022
2021_B10963,51,83,36,170,2021
2021_B10964,82,21,90,193,2021
2019_B10965,46,69,70,185,2019
2022_B10966,2,90,29,121,2022
2019_C10967,12,83,56,151,2019
2021_C10968,40,30,50,120,2021
2022_B10969,24,34,55,113,2022
2019_C10970,48,95,91,234,2019
2021_A10971,95,48,29,172,2021
2019_A10972,88,34,29,151,2019
2021_C10973,44,11,41,96,2021
2021_C10974,78,27,40,145,2021
2022_A10975,37,82,33,152,2022
2022_B10976,0,75,62,137,2022
2019_B10977,37,39,22,98,2019
2022_C10978,7,74,88,169,2022
2022_B10979,7,67,76,150,2022
2021_B10980,16,66,77,159,2021
2022_A10981,0,95,44,139,2022
2021_A10982,49,90,38,177,2021
2019_C10983,12,39,93,144,2019
2019_A10984,87,14,78,179,2019
2022_B10985,70,50,63,183,2022
2019_C10986,52,75,32,159,2019
2019_B10987,84,48,38,170,2019
2021_C10988,7,15,81,103,2021
2019_B10989,0,59,99,158,2019
2021_B10990,73,28,56,157,2021
2021_C10991,47,67,37,151,2021
2022_B10992,52,20,25,97,2022
2021_B10993,98,26,30,154,2021
2019_A10994,70,92,96,258,2019
2019_A10995,6,50,65,121,2019
2021_C10996,33,89,90,212,2021
2021_C10997,19,47,41,107,2021
2021_B10998,67,67,58,192,2021
2022_A10999,39,68,55,162,2022
2022_A11000,26,20,32,78,2022
2019_C11001,95,84,25,204,2019
2019_C11002,19,40,65,124,2019
2021_A11003,61,86,48,195,2021
2021_C11004,84,54,66,204,2021
2022_A11005,35,54,88,177,2022
2022_C11006,100,32,21,153,2022
2021_A11007,59,90,98,247,2021
2022_A11008,84,42,40,166,2022
2022_B11009,78,29,38,145,2022
2019_B11010,62,49,58,169,2019
2022_C11011,98,36,50,184,2022
2019_C11012,80,25,88,193,2019
2021_C11013,91,94,88,273,2021
2019_A11014,75,78,92,245,2019
2022_C11015,93,76,61,230,2022
2019_C11016,88,84,21,193,2019
2019_C11017,76,57,99,232,2019
2019_B11018,95,64,90,249,2019
2022_A11019,3,67,61,131,2022
2021_C11020,26,95,72,193,2021
2019_C11021,81,45,37,163,2019
2019_C11022,82,28,23,133,2019
2021_C11023,92,54,59,205,2021
2021_C11024,53,40,89,182,2021
2019_A11025,62,91,74,227,2019
2021_A11026,60,11,40,111,2021
2022_C11027,37,34,36,107,2022
2022_C11028,71,41,86,198,2022
2019_C11029,28,87,88,203,2019
2019_C11030,64,59,81,204,2019
2022_B11031,6,93,77,176,2022
2022_A11032,39,37,75,151,2022
2021_B11033,86,28,37,151,2021
2021_A11034,95,12,60,167,2021
2019_B11035,99,69,70,238,2019
2019_A11036,80,73,40,193,2019
2022_B11037,39,83,53,175,2022
2022_B11038,19,44,69,132,2022
2021_C11039,46,23,81,150,2021
2021_C11040,94,91,42,227,2021
2019_B11041,18,21,79,118,2019
2021_A11042,11,33,41,85,2021
2019_B11043,74,81,53,208,2019
2021_B11044,4,25,86,115,2021
2022_A11045,89,93,82,264,2022
2022_B11046,35,17,97,149,2022
2022_C11047,82,97,66,245,2022
2021_B11048,71,86,71,228,2021
2019_C11049,35,36,94,165,2019
2021_A11050,88,22,40,150,2021
2022_A11051,27,24,56,107,2022
2022_A11052,89,67,23,179,2022
2019_B11053,16,36,76,128,2019
2021_A11054,78,87,21,186,2021
2019_C11055,36,20,97,153,2019
2021_A11056,41,57,26,124,2021
2022_A11057,21,39,62,122,2022
2022_C11058,21,22,93,136,2022
2022_B11059,88,34,94,216,2022
2022_B11060,36,91,81,208,2022
2021_B11061,29,64,27,120,2021
2021_A11062,29,43,50,122,2021
2019_A11063,37,77,45,159,2019
2022_C11064,45,90,22,157,2022
2019_C11065,43,45,22,110,2019
2019_A11066,15,74,28,117,2019
2019_C11067,66,79,44,189,2019
2022_A11068,49,42,80,171,2022
2022_A11069,96,97,82,275,2022
2022_C11070,89,16,72,177,2022
2021_C11071,84,42,75,201,2021
2022_C11072,17,73,24,114,2022
2019_C11073,3,27,24,54,2019
2022_C11074,9,50,57,116,2022
2022_A11075,13,46,31,90,2022
2019_C11076,36,50,29,115,2019
2022_B11077,93,57,47,197,2022
2021_A11078,100,25,95,220,2021
2021_B11079,28,35,78,141,2021
2021_A11080,67,94,84,245,2021
2021_B11081,75,47,80,202,2021
2022_A11082,77,27,94,198,2022
2021_C11083,17,75,59,151,2021
2022_C11084,61,90,80,231,2022
2019_B11085,100,47,25,172,2019
2019_B11086,96,46,96,238,2019
2021_C11087,93,29,62,184,2021
2019_C11088,45,45,44,134,2019
2022_B11089,23,85,93,201,2022
2021_C11090,27,56,43,126,2021
2021_C11091,41,56,73,170,2021
2021_B11092,80,43,57,180,2021
2022_B11093,74,66,34,174,2022
2022_A11094,47,13,56,116,2022
2022_A11095,1,62,48,111,2022
2019_A11096,65,75,93,233,2019
2022_B11097,42,41,95,178,2022
2021_C11098,52,72,65,189,2021
2021_C11099,98,83,87,268,2021
2019_B11100,18,57,36,111,2019
2022_B11101,67,22,43,132,2022
2019_B11102,73,61,76,210,2019
2019_C11103,99,50,30,179,2019
2022_B11104,25,96,73,194,2022
2019_C11105,92,49,58,199,2019
2019_A11106,76,54,27,157,2019
2019_C11107,20,18,51,89,2019
2019_B11108,58,30,83,171,2019
2019_B11109,34,78,49,161,2019
2022_C11110,0,35,80,115,2022
2021_C11111,66,62,62,190,2021
2021_B11112,52,46,40,138,2021
2022_C11113,14,44,92,150,2022
2022_B11114,91,93,90,274,2022
2021_B11115,3,25,25,53,2021
2019_B11116,60,65,80,205,2019
2022_C11117,24,50,45,119,2022
2022_A11118,97,95,63,255,2022
2021_B11119,51,76,98,225,2021
2022_A11120,16,15,52,83,2022
2022_B11121,7,43,93,143,2022
2021_A11122,53,57,43,153,2021
2019_A11123,94,66,27,187,2019
2021_C11124,69,24,81,174,2021
2019_B11125,82,23,67,172,2019
2021_B11126,94,15,83,192,2021
2022_A11127,80,79,23,182,2022
2022_C11128,4,94,93,191,2022
2021_B11129,63,77,51,191,2021
2021_A11130,1,95,68,164,2021
2019_C11131,65,39,72,176,2019
2019_B11132,1,21,86,108,2019
2022_C11133,37,74,43,154,2022
2019_A11134,49,93,71,213,2019
2021_C11135,69,94,43,206,2021
2022_C11136,33,67,24,124,2022
2021_C11137,24,23,80,127,2021
2022_A11138,25,19,26,70,2022
2021_B11139,9,24,99,132,2021
2022_C11140,73,89,91,253,2022
2022_C11141,52,56,45,153,2022
2019_C11142,90,58,73,221,2019
2021_A11143,98,33,65,196,2021
2019_B11144,39,59,25,123,2019
2021_B11145,73,22,67,162,2021
2022_A11146,4,75,41,120,2022
2022_A11147,89,37,91,217,2022
2019_C11148,90,31,81,202,2019
2022_C11149,55,87,78,220,2022
2019_A11150,60,40,50,150,2019
2021_A11151,97,37,24,158,2021
2019_A11152,89,74,27,190,2019
2019_C11153,38,66,85,189,2019
2022_A11154,16,32,46,94,2022
2019_B11155,59,81,48,188,2019
2021_C11156,41,55,30,126,2021
2022_A11157,0,58,74,132,2022
2021_B11158,79,86,77,242,2021
2022_A11159,29,82,55,166,2022
2019_A11160,67,37,90,194,2019
2021_C11161,38,26,97,161,2021
2021_C11162,9,29,94,132,2021
2021_A11163,61,72,35,168,2021
2022_B11164,43,86,43,172,2022
2021_A11165,70,48,31,149,2021
2022_A11166,53,66,45,164,2022
2019_C11167,53,74,32,159,2019
2021_A11168,11,42,85,138,2021
2021_B11169,41,31,75,147,2021
2022_A11170,22,29,86,137,2022
2019_B11171,10,46,91,147,2019
2021_B11172,78,51,97,226,2021
2019_C11173,81,97,74,252,2019
2021_A11174,46,40,97,183,2021
2019_B11175,41,74,31,146,2019
2021_A11176,88,27,87,202,2021
2021_B11177,63,25,46,134,2021
2021_B11178,61,73,22,156,2021
2021_B11179,19,69,33,121,2021
2022_C11180,22,11,86,119,2022
2019_A11181,23,57,30,110,2019
2019_B11182,12,83,76,171,2019
2021_C11183,56,66,34,156,2021
2022_B11184,38,65,80,183,2022
2019_B11185,98,52,80,230,2019
2019_B11186,73,36,91,200,2019
2019_A11187,20,55,25,100,2019
2019_C11188,65,31,85,181,2019
2022_C11189,44,53,61,158,2022
2022_C11190,92,82,78,252,2022
2021_A11191,100,63,35,198,2021
2021_B11192,59,85,86,230,2021
2021_C11193,79,27,28,134,2021
2019_A11194,0,74,31,105,2019
2021_A11195,74,67,56,197,2021
2022_C11196,13,96,58,167,2022
2022_C11197,17,32,87,136,2022
2019_C11198,30,70,56,156,2019
2021_C11199,43,79,68,190,2021
2022_B11200,83,72,85,240,2022
2021_A11201,80,70,60,210,2021
2021_A11202,67,39,32,138,2021
2021_A11203,12,93,68,173,2021
2021_B11204,7,32,54,93,2021
2021_B11205,5,68,53,126,2021
2022_B11206,83,40,85,208,2022
2022_A11207,69,86,57,212,2022
2022_B11208,92,79,76,247,2022
2022_C11209,44,31,55,130,2022
2021_B11210,84,53,32,169,2021
2019_B11211,57,34,46,137,2019
2022_C11212,80,28,98,206,2022
2021_C11213,12,83,68,163,2021
2022_B11214,15,81,84,180,2022
2019_C11215,51,72,54,177,2019
2022_A11216,89,73,38,200,2022
2019_B11217,83,94,89,266,2019
2019_C11218,43,93,62,198,2019
2022_B11219,25,61,43,129,2022
2022_A11220,21,64,75,160,2022
2021_A11221,42,65,47,154,2021
2019_A11222,4,28,65,97,2019
2019_A11223,89,80,74,243,2019
2019_A11224,88,21,31,140,2019
2022_C11225,11,77,47,135,2022
2022_A11226,8,81,24,113,2022
2021_B11227,63,39,28,130,2021
2021_A11228,49,45,68,162,2021
2021_C11229,54,53,36,143,2021
2021_C11230,13,38,82,133,2021
2021_C11231,34,54,59,147,2021
2021_B11232,52,79,70,201,2021
2021_B11233,48,34,49,131,2021
2022_B11234,12,45,70,127,2022
2021_A11235,24,33,87,144,2021
2021_A11236,60,62,80,202,2021
2022_B11237,71,30,77,178,2022
2019_C11238,59,24,24,107,2019
2022_C11239,12,64,56,132,2022
2019_C11240,25,30,74,129,2019
2022_C11241,33,59,49,141,2022
2021_B11242,30,96,41,167,2021
2019_B11243,43,49,90,182,2019
2019_B11244,14,94,65,173,2019
2022_A11245,74,32,40,146,2022
2021_B11246,68,50,42,160,2021
2022_A11247,59,40,99,198,2022
2021_C11248,96,16,87,199,2021
2019_A11249,35,60,34,129,2019
2022_B11250,47,43,43,133,2022
2022_A11251,79,87,58,224,2022
2022_C11252,0,54,28,82,2022
2022_A11253,90,65,85,240,2022
2021_B11254,89,11,22,122,2021
2021_A11255,98,63,85,246,2021
2021_B11256,49,11,61,121,2021
2019_A11257,27,20,21,68,2019
2021_B11258,75,59,77,211,2021
2019_C11259,13,63,62,138,2019
2021_B11260,97,34,64,195,2021
2019_C11261,27,70,35,132,2019
2022_B11262,74,25,72,171,2022
2022_A11263,53,59,62,174,2022
2019_B11264,87,91,39,217,2019
2019_C11265,20,30,48,98,2019
2022_A11266,32,95,80,207,2022
2019_A11267,9,60,21,90,2019
2022_C11268,30,44,32,106,2022
2022_B11269,24,30,23,77,2022
2019_C11270,40,54,75,169,2019
2022_A11271,17,92,78,187,2022
2019_B11272,73,19,59,151,2019
2019_A11273,14,62,96,172,2019
2022_A11274,3,33,83,119,2022
2021_B11275,76,91,69,236,2021
2022_A11276,87,68,63,218,2022
2021_C11277,100,85,34,219,2021
2022_C11278,76,28,95,199,2022
2021_C11279,55,16,28,99,2021
2021_A11280,24,23,50,97,2021
2021_B11281,70,67,38,175,2021
2019_C11282,65,42,93,200,2019
2019_A11283,51,27,98,176,2019
2021_B11284,100,53,88,241,2021
2022_A11285,39,70,49,158,2022
2021_B11286,97,82,63,242,2021
2022_B11287,3,39,59,101,2022
2022_A11288,84,19,98,201,2022
2021_C11289,11,86,54,151,2021
2022_C11290,100,42,63,205,2022
2022_A11291,38,95,96,229,2022
2021_B11292,20,36,45,101,2021
2022_B11293,4,91,51,146,2022
2021_C11294,2,13,55,70,2021
2022_A11295,94,63,26,183,2022
2021_B11296,40,41,80,161,2021
2021_B11297,96,83,61,240,2021
2022_C11298,19,81,31,131,2022
2021_B11299,11,12,66,89,2021
2019_C11300,10,14,51,75,2019
2021_B11301,79,97,69,245,2021
2021_A11302,17,71,46,134,2021
2019_A11303,24,42,96,162,2019
2022_B11304,78,51,43,172,2022
2021_A11305,57,86,97,240,2021
2019_C11306,33,73,79,185,2019
2021_B11307,25,31,78,134,2021
2019_C11308,71,65,83,219,2019
2019_B11309,80,87,41,208,2019
2021_B11310,86,75,87,248,2021
2021_A11311,6,81,23,110,2021
2022_C11312,77,93,33,203,2022
2019_C11313,43,41,91,175,2019
2021_C11314,30,88,87,205,2021
2022_C11315,17,89,92,198,2022
2022_C11316,97,27,48,172,2022
2019_A11317,14,94,55,163,2019
2022_B11318,73,29,29,131,2022
2022_B11319,66,69,86,221,2022
2022_B11320,21,48,51,120,2022
2022_B11321,18,41,41,100,2022
2022_A11322,96,36,87,219,2022
2022_C11323,25,87,82,194,2022
2022_A11324,78,21,41,140,2022
2019_B11325,60,94,56,210,2019
2021_B11326,88,65,90,243,2021
2022_B11327,18,44,54,116,2022
2021_C11328,93,56,46,195,2021
2022_B11329,60,19,36,115,2022
2021_C11330,46,52,35,133,2021
2019_B11331,32,75,56,163,2019
2021_C11332,35,54,58,147,2021
2022_B11333,26,18,30,74,2022
2021_B11334,10,88,49,147,2021
2022_B11335,8,75,72,155,2022
2019_A11336,40,58,77,175,2019
2022_C11337,83,58,45,186,2022
2019_A11338,39,74,89,202,2019
2019_B11339,49,38,25,112,2019
2021_C11340,42,48,78,168,2021
2022_A11341,11,67,36,114,2022
2021_B11342,87,40,64,191,2021
2021_B11343,87,16,34,137,2021
2021_B11344,43,24,56,123,2021
2021_A11345,53,42,83,178,2021
2021_A11346,1,33,38,72,2021
2021_A11347,81,64,33,178,2021
2022_A11348,20,68,64,152,2022
2021_C11349,77,80,71,228,2021
2022_C11350,36,95,62,193,2022
2021_C11351,19,96,92,207,2021
2022_A11352,46,79,78,203,2022
2019_B11353,56,68,46,170,2019
2019_B11354,76,69,74,219,2019
2021_B11355,38,36,76,150,2021
2019_C11356,16,29,61,106,2019
2022_A11357,68,71,98,237,2022
2021_A11358,65,67,96,228,2021
2021_A11359,35,53,90,178,2021
2021_B11360,85,21,93,199,2021
2019_B11361,18,81,91,190,2019
2021_B11362,38,42,76,156,2021
2019_B11363,46,76,77,199,2019
2022_B11364,62,83,72,217,2022
2022_B11365,31,51,43,125,2022
2021_B11366,8,22,69,99,2021
2021_C11367,91,50,46,187,2021
2021_A11368,29,46,34,109,2021
2022_B11369,35,30,68,133,2022
2019_A11370,24,30,39,93,2019
2019_C11371,51,78,71,200,2019
2021_C11372,88,48,42,178,2021
2019_C11373,92,25,24,141,2019
2019_C11374,71,43,88,202,2019
2022_B11375,0,69,41,110,2022
2022_B11376,0,77,88,165,2022
2019_A11377,31,82,58,171,2019
2019_A11378,89,53,90,232,2019
2021_C11379,4,48,47,99,2021
2021_B11380,55,30,60,145,2021
2021_C11381,5,41,30,76,2021
2022_C11382,41,73,49,163,2022
2019_A11383,31,12,33,76,2019
2021_A11384,5,11,48,64,2021
2022_B11385,88,77,79,244,2022
2019_A11386,34,49,80,163,2019
2019_C11387,38,40,83,161,2019
2022_A11388,55,11,54,120,2022
2021_C11389,30,81,43,154,2021
2019_A11390,53,19,92,164,2019
2019_A11391,68,68,23,159,2019
2021_B11392,70,41,57,168,2021
2021_C11393,8,89,51,148,2021
2019_A11394,89,47,25,161,2019
2021_A11395,91,53,80,224,2021
2021_B11396,58,78,48,184,2021
2022_A11397,34,42,53,129,2022
2021_B11398,62,22,24,108,2021
2021_A11399,47,41,81,169,2021
2019_A11400,33,29,36,98,2019
2022_C11401,12,33,34,79,2022
2021_C11402,32,26,67,125,2021
2022_A11403,43,77,58,178,2022
2021_C11404,32,59,85,176,2021
2021_C11405,46,68,46,160,2021
2022_C11406,41,20,69,130,2022
2022_A11407,57,65,37,159,2022
2019_C11408,57,57,41,155,2019
2019_C11409,62,95,77,234,2019
2022_C11410,63,90,36,189,2022
2022_C11411,42,43,70,155,2022
2021_C11412,23,29,87,139,2021
2019_C11413,97,63,29,189,2019
2021_B11414,26,11,57,94,2021
2019_C11415,57,92,50,199,2019
2022_A11416,19,36,39,94,2022
2022_A11417,6,42,55,103,2022
2022_B11418,95,37,42,174,2022
2019_C11419,84,22,79,185,2019
2021_C11420,34,30,98,162,2021
2019_A11421,30,38,27,95,2019
2021_C11422,97,91,64,252,2021
2022_B11423,27,22,57,106,2022
2021_B11424,12,54,85,151,2021
2022_B11425,43,21,59,123,2022
2019_C11426,41,97,29,167,2019
2022_A11427,59,68,87,214,2022
2021_C11428,5,87,93,185,2021
2022_B11429,1,56,97,154,2022
2022_A11430,56,27,87,170,2022
2021_C11431,98,33,88,219,2021
2019_B11432,42,85,90,217,2019
2019_B11433,37,53,46,136,2019
2022_C11434,66,65,30,161,2022
2021_B11435,88,60,94,242,2021
2021_A11436,8,57,87,152,2021
2021_B11437,97,83,78,258,2021
2021_B11438,53,14,52,119,2021
2019_B11439,100,50,26,176,2019
2021_B11440,10,35,77,122,2021
2022_C11441,34,14,96,144,2022
2022_C11442,25,78,79,182,2022
2021_A11443,46,40,45,131,2021
2022_A11444,13,78,53,144,2022
2021_A11445,69,32,71,172,2021
2021_A11446,41,71,87,199,2021
2021_B11447,73,13,82,168,2021
2022_B11448,60,55,61,176,2022
2022_C11449,67,19,21,107,2022
2021_C11450,55,19,22,96,2021
2021_B11451,17,54,57,128,2021
2021_C11452,18,32,74,124,2021
2021_B11453,60,13,58,131,2021
2021_C11454,2,93,77,172,2021
2021_C11455,44,83,49,176,2021
2021_B11456,80,75,65,220,2021
2022_C11457,96,53,39,188,2022
2019_A11458,73,60,27,160,2019
2021_B11459,13,26,39,78,2021
